"Date";"Time";"Script";"ScriptVersion";"Event"
"2023-03-22";"20:10:42";"";;"Publish message to MQTT server 1883 - Todays prices"
"2023-03-22";"20:10:42";"";;"Collect statistics of AIP electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of AIP today"
"2023-03-22";"20:10:42";"";;"Collect statistics of ANWB electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of ANWB today"
"2023-03-22";"20:10:42";"";;"Collect statistics of EE electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of EE today"
"2023-03-22";"20:10:42";"";;"Collect statistics of EVO electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of EVO today"
"2023-03-22";"20:10:42";"";;"Collect statistics of Exchange electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of Exchange today"
"2023-03-22";"20:10:42";"";;"Collect statistics of EZ electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of EZ today"
"2023-03-22";"20:10:42";"";;"Collect statistics of FR electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of FR today"
"2023-03-22";"20:10:42";"";;"Collect statistics of GSL electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of GSL today"
"2023-03-22";"20:10:42";"";;"Collect statistics of MDE electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of MDE today"
"2023-03-22";"20:10:42";"";;"Collect statistics of NE electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of NE today"
"2023-03-22";"20:10:42";"";;"Collect statistics of TI electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of TI today"
"2023-03-22";"20:10:42";"";;"Collect statistics of VON electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of VON today"
"2023-03-22";"20:10:42";"";;"Collect statistics of ZG electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of ZG today"
"2023-03-22";"20:10:42";"";;"Collect statistics of ZP electric"
"2023-03-22";"20:10:42";"";;"Publish statistics of ZP today"
"2023-03-22";"20:14:12";"";;"Publish message to MQTT server 1883 - Todays prices"
"2023-03-22";"20:14:12";"";;"Collect statistics of AIP electric"
"2023-03-22";"20:14:12";"";;"Publish statistics of AIP today"
"2023-03-22";"20:14:12";"";;"Collect statistics of ANWB electric"
"2023-03-22";"20:14:12";"";;"Publish statistics of ANWB today"
"2023-03-22";"20:14:12";"";;"Collect statistics of EE electric"
"2023-03-22";"20:14:12";"";;"Publish statistics of EE today"
"2023-03-22";"20:14:12";"";;"Collect statistics of EVO electric"
"2023-03-22";"20:14:12";"";;"Publish statistics of EVO today"
"2023-03-22";"20:14:12";"";;"Collect statistics of Exchange electric"
"2023-03-22";"20:14:12";"";;"Publish statistics of Exchange today"
"2023-03-22";"20:14:12";"";;"Collect statistics of EZ electric"
"2023-03-22";"20:14:12";"";;"Publish statistics of EZ today"
"2023-03-22";"20:14:12";"";;"Collect statistics of FR electric"
"2023-03-22";"20:14:12";"";;"Publish statistics of FR today"
"2023-03-22";"20:14:12";"";;"Collect statistics of GSL electric"
"2023-03-22";"20:14:12";"";;"Publish statistics of GSL today"
"2023-03-22";"20:14:12";"";;"Collect statistics of MDE electric"
"2023-03-22";"20:14:12";"";;"Publish statistics of MDE today"
"2023-03-22";"20:14:12";"";;"Collect statistics of NE electric"
"2023-03-22";"20:14:13";"";;"Publish statistics of NE today"
"2023-03-22";"20:14:13";"";;"Collect statistics of TI electric"
"2023-03-22";"20:14:13";"";;"Publish statistics of TI today"
"2023-03-22";"20:14:13";"";;"Collect statistics of VON electric"
"2023-03-22";"20:14:13";"";;"Publish statistics of VON today"
"2023-03-22";"20:14:13";"";;"Collect statistics of ZG electric"
"2023-03-22";"20:14:13";"";;"Publish statistics of ZG today"
"2023-03-22";"20:14:13";"";;"Collect statistics of ZP electric"
"2023-03-22";"20:14:13";"";;"Publish statistics of ZP today"
"2023-03-22";"20:14:27";"";;"Collect statistics of AIP gas"
"2023-03-22";"20:14:27";"";;"Collect statistics of ANWB gas"
"2023-03-22";"20:14:27";"";;"Collect statistics of EE gas"
"2023-03-22";"20:14:27";"";;"Collect statistics of EGSI gas"
"2023-03-22";"20:14:27";"";;"Collect statistics of EOD gas"
"2023-03-22";"20:14:27";"";;"Collect statistics of EVO gas"
"2023-03-22";"20:14:27";"";;"Collect statistics of EZ gas"
"2023-03-22";"20:14:27";"";;"Collect statistics of FR gas"
"2023-03-22";"20:14:27";"";;"Collect statistics of GSL gas"
"2023-03-22";"20:14:27";"";;"Collect statistics of MDE gas"
"2023-03-22";"20:14:27";"";;"Collect statistics of NE gas"
"2023-03-22";"20:14:27";"";;"Collect statistics of VON gas"
"2023-03-22";"20:14:27";"";;"Collect statistics of ZG gas"
"2023-03-22";"20:14:27";"";;"Collect statistics of ZP gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of AIP gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of ANWB gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of EE gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of EGSI gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of EOD gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of EVO gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of EZ gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of FR gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of GSL gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of MDE gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of NE gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of VON gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of ZG gas"
"2023-03-22";"20:22:44";"";;"Collect statistics of ZP gas"
"2023-03-22";"20:39:18";"";;"Connecting to MQTT server 1883"
"2023-03-22";"20:39:23";"";;"Get-StoredPrices | Retrieve all prices from disk"
"2023-03-22";"20:39:23";"";;"Get-StoredPrices | Get stored electric prices of Today"
"2023-03-22";"20:39:23";"";;"Get-StoredPrices | Check if data is up-to-date"
"2023-03-22";"20:39:23";"";;"Get-StoredPrices | Data is out-dated, remove stored prices and retrieve new ones"
"2023-03-22";"20:39:23";"";;"Update-Prices | Get electric prices of today"
"2023-03-22";"20:39:23";"";;"Update-Prices | Verify if prices are retrieved"
"2023-03-22";"20:39:23";"";;"Update-Prices | Prices retrieved, convert data to PowerShell accepted values"
"2023-03-22";"20:39:23";"";;"Update-Prices | Check if prices are up-to-date"
"2023-03-22";"20:39:23";"";;"Update-Prices | Prices are up-to-date, write prices to file"
"2023-03-22";"20:39:23";"";;"Get-StoredPrices | Retrieve all prices from disk"
"2023-03-22";"20:39:23";"";;"Get-StoredPrices | Get stored electric prices of Tomorrow"
"2023-03-22";"20:39:23";"";;"Get-StoredPrices | Check if data is up-to-date"
"2023-03-22";"20:39:23";"";;"Get-StoredPrices | Data is out-dated, remove stored prices and retrieve new ones"
"2023-03-22";"20:39:23";"";;"Update-Prices | Get electric prices of tomorrow"
"2023-03-22";"20:39:24";"";;"Update-Prices | Verify if prices are retrieved"
"2023-03-22";"20:39:24";"";;"Update-Prices | Prices retrieved, convert data to PowerShell accepted values"
"2023-03-22";"20:39:24";"";;"Update-Prices | Check if prices are up-to-date"
"2023-03-22";"20:39:24";"";;"Update-Prices | Prices are up-to-date, write prices to file"
"2023-03-22";"20:39:24";"";;"Get-StoredPrices | Retrieve all prices from disk"
"2023-03-22";"20:39:24";"";;"Get-StoredPrices | Get stored gas prices of Today"
"2023-03-22";"20:39:24";"";;"Get-StoredPrices | Check if data is up-to-date"
"2023-03-22";"20:39:24";"";;"Get-StoredPrices | Data is out-dated, remove stored prices and retrieve new ones"
"2023-03-22";"20:39:24";"";;"Update-Prices | Get gas prices"
"2023-03-22";"20:39:24";"";;"Update-Prices | Verify if prices are retrieved"
"2023-03-22";"20:39:24";"";;"Update-Prices | Prices retrieved, convert data to PowerShell accepted values"
"2023-03-22";"20:39:24";"";;"Update-Prices | Check if prices are up-to-date"
"2023-03-22";"20:39:24";"";;"Update-Prices | Prices are up-to-date, write prices to file"
"2023-03-22";"20:42:48";"";;"Publish message to MQTT server 1883 - Todays prices"
"2023-03-22";"20:42:48";"";;"Collect statistics of AIP electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of AIP today"
"2023-03-22";"20:42:48";"";;"Collect statistics of ANWB electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of ANWB today"
"2023-03-22";"20:42:48";"";;"Collect statistics of EE electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of EE today"
"2023-03-22";"20:42:48";"";;"Collect statistics of EVO electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of EVO today"
"2023-03-22";"20:42:48";"";;"Collect statistics of Exchange electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of Exchange today"
"2023-03-22";"20:42:48";"";;"Collect statistics of EZ electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of EZ today"
"2023-03-22";"20:42:48";"";;"Collect statistics of FR electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of FR today"
"2023-03-22";"20:42:48";"";;"Collect statistics of GSL electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of GSL today"
"2023-03-22";"20:42:48";"";;"Collect statistics of MDE electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of MDE today"
"2023-03-22";"20:42:48";"";;"Collect statistics of NE electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of NE today"
"2023-03-22";"20:42:48";"";;"Collect statistics of TI electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of TI today"
"2023-03-22";"20:42:48";"";;"Collect statistics of VON electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of VON today"
"2023-03-22";"20:42:48";"";;"Collect statistics of ZG electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of ZG today"
"2023-03-22";"20:42:48";"";;"Collect statistics of ZP electric"
"2023-03-22";"20:42:48";"";;"Publish statistics of ZP today"
"2023-03-22";"20:42:48";"";;"Collect statistics of AIP gas"
"2023-03-22";"20:42:48";"";;"Collect statistics of ANWB gas"
"2023-03-22";"20:42:48";"";;"Collect statistics of EE gas"
"2023-03-22";"20:42:48";"";;"Collect statistics of EGSI gas"
"2023-03-22";"20:42:48";"";;"Collect statistics of EOD gas"
"2023-03-22";"20:42:48";"";;"Collect statistics of EVO gas"
"2023-03-22";"20:42:48";"";;"Collect statistics of EZ gas"
"2023-03-22";"20:42:48";"";;"Collect statistics of FR gas"
"2023-03-22";"20:42:48";"";;"Collect statistics of GSL gas"
"2023-03-22";"20:42:48";"";;"Collect statistics of MDE gas"
"2023-03-22";"20:42:48";"";;"Collect statistics of NE gas"
"2023-03-22";"20:42:48";"";;"Collect statistics of VON gas"
"2023-03-22";"20:42:48";"";;"Collect statistics of ZG gas"
"2023-03-22";"20:42:48";"";;"Collect statistics of ZP gas"
"2023-03-22";"20:44:46";"";;"Publish message to MQTT server 1883 - Todays prices"
"2023-03-22";"20:44:46";"";;"Collect statistics of AIP electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of AIP today"
"2023-03-22";"20:44:46";"";;"Publish statistics of AIP tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of ANWB electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of ANWB today"
"2023-03-22";"20:44:46";"";;"Publish statistics of ANWB tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of EE electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of EE today"
"2023-03-22";"20:44:46";"";;"Publish statistics of EE tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of EVO electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of EVO today"
"2023-03-22";"20:44:46";"";;"Publish statistics of EVO tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of Exchange electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of Exchange today"
"2023-03-22";"20:44:46";"";;"Publish statistics of Exchange tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of EZ electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of EZ today"
"2023-03-22";"20:44:46";"";;"Publish statistics of EZ tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of FR electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of FR today"
"2023-03-22";"20:44:46";"";;"Publish statistics of FR tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of GSL electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of GSL today"
"2023-03-22";"20:44:46";"";;"Publish statistics of GSL tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of MDE electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of MDE today"
"2023-03-22";"20:44:46";"";;"Publish statistics of MDE tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of NE electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of NE today"
"2023-03-22";"20:44:46";"";;"Publish statistics of NE tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of TI electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of TI today"
"2023-03-22";"20:44:46";"";;"Publish statistics of TI tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of VON electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of VON today"
"2023-03-22";"20:44:46";"";;"Publish statistics of VON tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of ZG electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of ZG today"
"2023-03-22";"20:44:46";"";;"Publish statistics of ZG tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of ZP electric"
"2023-03-22";"20:44:46";"";;"Publish statistics of ZP today"
"2023-03-22";"20:44:46";"";;"Publish statistics of ZP tomorrow"
"2023-03-22";"20:44:46";"";;"Collect statistics of AIP gas"
"2023-03-22";"20:44:46";"";;"Collect statistics of ANWB gas"
"2023-03-22";"20:44:46";"";;"Collect statistics of EE gas"
"2023-03-22";"20:44:46";"";;"Collect statistics of EGSI gas"
"2023-03-22";"20:44:46";"";;"Collect statistics of EOD gas"
"2023-03-22";"20:44:46";"";;"Collect statistics of EVO gas"
"2023-03-22";"20:44:46";"";;"Collect statistics of EZ gas"
"2023-03-22";"20:44:46";"";;"Collect statistics of FR gas"
"2023-03-22";"20:44:46";"";;"Collect statistics of GSL gas"
"2023-03-22";"20:44:46";"";;"Collect statistics of MDE gas"
"2023-03-22";"20:44:46";"";;"Collect statistics of NE gas"
"2023-03-22";"20:44:46";"";;"Collect statistics of VON gas"
"2023-03-22";"20:44:46";"";;"Collect statistics of ZG gas"
"2023-03-22";"20:44:46";"";;"Collect statistics of ZP gas"
"2023-03-22";"20:49:45";"_DynamicTariff2MQTT_";;"M2MQtt module loaded"
"2023-03-22";"20:49:46";"_DynamicTariff2MQTT_";;"MQTT server is unreachable!"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"M2MQtt module loaded"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Connecting to MQTT server 1883"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Get-StoredPrices | Retrieve all prices from disk"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Get-StoredPrices | Get stored electric prices of Today"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Get-StoredPrices | Check if data is up-to-date"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Get-StoredPrices | Data is out-dated, remove stored prices and retrieve new ones"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Update-Prices | Get electric prices of today"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Update-Prices | Verify if prices are retrieved"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Update-Prices | Prices retrieved, convert data to PowerShell accepted values"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Update-Prices | Check if prices are up-to-date"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Update-Prices | Prices are up-to-date, write prices to file"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Get-StoredPrices | Retrieve all prices from disk"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Get-StoredPrices | Get stored electric prices of Tomorrow"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Get-StoredPrices | Check if data is up-to-date"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Get-StoredPrices | Data is up-to-date"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Get-StoredPrices | Retrieve all prices from disk"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Get-StoredPrices | Get stored gas prices of Today"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Get-StoredPrices | Check if data is up-to-date"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Get-StoredPrices | Data is out-dated, remove stored prices and retrieve new ones"
"2023-03-22";"20:51:46";"_DynamicTariff2MQTT_";;"Update-Prices | Get gas prices"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Update-Prices | Verify if prices are retrieved"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Update-Prices | Prices retrieved, convert data to PowerShell accepted values"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Update-Prices | Check if prices are up-to-date"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Update-Prices | Prices are up-to-date, write prices to file"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish electric statistics"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish message to MQTT server 1883 - Todays prices"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Collect statistics of AIP electric"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of AIP today"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of AIP tomorrow"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Collect statistics of ANWB electric"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of ANWB today"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of ANWB tomorrow"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Collect statistics of EE electric"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of EE today"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of EE tomorrow"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Collect statistics of EVO electric"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of EVO today"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of EVO tomorrow"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Collect statistics of Exchange electric"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of Exchange today"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of Exchange tomorrow"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Collect statistics of EZ electric"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of EZ today"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of EZ tomorrow"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Collect statistics of FR electric"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of FR today"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of FR tomorrow"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Collect statistics of GSL electric"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of GSL today"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of GSL tomorrow"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Collect statistics of MDE electric"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of MDE today"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of MDE tomorrow"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Collect statistics of NE electric"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of NE today"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of NE tomorrow"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Collect statistics of TI electric"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of TI today"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Publish statistics of TI tomorrow"
"2023-03-22";"20:51:47";"_DynamicTariff2MQTT_";;"Collect statistics of VON electric"
"2023-03-22";"20:51:48";"_DynamicTariff2MQTT_";;"Publish statistics of VON today"
"2023-03-22";"20:51:48";"_DynamicTariff2MQTT_";;"Publish statistics of VON tomorrow"
"2023-03-22";"20:51:48";"_DynamicTariff2MQTT_";;"Collect statistics of ZG electric"
"2023-03-22";"20:51:48";"_DynamicTariff2MQTT_";;"Publish statistics of ZG today"
"2023-03-22";"20:51:48";"_DynamicTariff2MQTT_";;"Publish statistics of ZG tomorrow"
"2023-03-22";"20:51:48";"_DynamicTariff2MQTT_";;"Collect statistics of ZP electric"
"2023-03-22";"20:51:48";"_DynamicTariff2MQTT_";;"Publish statistics of ZP today"
"2023-03-22";"20:51:48";"_DynamicTariff2MQTT_";;"Publish statistics of ZP tomorrow"
"2023-03-22";"20:51:48";"_DynamicTariff2MQTT_";;"Publish gas statistics"
"2023-03-22";"20:51:48";"_DynamicTariff2MQTT_";;"Collect statistics of AIP gas"
"2023-03-22";"20:51:48";"_DynamicTariff2MQTT_";;"Collect statistics of ANWB gas"
"2023-03-22";"20:51:48";"_DynamicTariff2MQTT_";;"Collect statistics of EE gas"
"2023-03-22";"20:51:48";"_DynamicTariff2MQTT_";;"Collect statistics of EGSI gas"
